Tue Oct 20 15:40:01 2020,20,69,3125.7113403419894,66.87600836163881,nan
Tue Oct 20 15:41:01 2020,20,69,3038.3203400308957,66.35028133577477,nan
Tue Oct 20 15:42:01 2020,20,69,3621.5915900306695,66.35028133577477,nan
Tue Oct 20 15:43:01 2020,20,69,4452.823903240395,66.87600836163881,nan
Tue Oct 20 15:44:02 2020,20,68,5291.419260531389,66.35028133577477,nan
Tue Oct 20 15:45:02 2020,20,68,6019.620635745764,67.13887187457084,nan
Tue Oct 20 15:46:02 2020,20,68,5797.605790759544,66.6131448487068,nan
Tue Oct 20 15:47:02 2020,20,68,5017.621991689404,66.6131448487068,nan
Tue Oct 20 15:48:02 2020,20,68,4683.116590017221,66.87600836163881,nan
Tue Oct 20 15:49:02 2020,21,68,4452.823903240395,66.87600836163881,nan
Tue Oct 20 15:50:02 2020,nan,nan,4103.608585443959,66.08741782284277,nan
Tue Oct 20 15:51:03 2020,21,68,3677.2612074005006,66.35028133577477,nan
Tue Oct 20 15:52:03 2020,21,67,3216.748927922305,66.6131448487068,nan
Tue Oct 20 15:53:03 2020,nan,nan,2913.663394314284,66.35028133577477,nan
Tue Oct 20 15:54:03 2020,21,67,2580.8084437487882,66.08741782284277,nan
Tue Oct 20 15:55:03 2020,21,67,2615.018640898279,66.35028133577477,nan
Tue Oct 20 15:56:03 2020,21,66,3311.633745492528,66.87600836163881,nan
Tue Oct 20 15:57:03 2020,21,66,3792.3389331555218,66.35028133577477,nan
Tue Oct 20 15:58:04 2020,21,66,3734.1650328913493,66.08741782284277,nan
Tue Oct 20 15:59:04 2020,21,66,3216.748927922305,66.08741782284277,nan
Tue Oct 20 16:00:04 2020,nan,nan,3216.748927922305,66.08741782284277,nan
Tue Oct 20 16:01:04 2020,21,67,3513.817660889308,66.35028133577477,nan
Tue Oct 20 16:02:04 2020,21,67,3734.1650328913493,66.6131448487068,nan
Tue Oct 20 16:03:04 2020,21,67,3912.646944274782,67.13887187457084,nan
Tue Oct 20 16:04:04 2020,nan,nan,4170.2325939315815,66.35028133577477,nan
Tue Oct 20 16:05:05 2020,21,67,4308.2105501963515,66.6131448487068,nan
Tue Oct 20 16:06:05 2020,21,67,4527.749326348736,66.6131448487068,nan
Tue Oct 20 16:07:05 2020,21,67,4308.2105501963515,66.08741782284277,nan
Tue Oct 20 16:08:05 2020,nan,nan,3974.8594781471375,66.87600836163881,nan
Tue Oct 20 16:09:05 2020,21,67,3792.3389331555218,66.35028133577477,nan
Tue Oct 20 16:10:05 2020,21,68,3677.2612074005006,66.87600836163881,nan
Tue Oct 20 16:11:06 2020,21,68,3792.3389331555218,66.6131448487068,nan
Tue Oct 20 16:12:06 2020,21,68,3912.646944274782,66.6131448487068,nan
Tue Oct 20 16:13:06 2020,21,68,3912.646944274782,66.6131448487068,nan
Tue Oct 20 16:14:06 2020,nan,nan,3567.1215538157526,66.87600836163881,nan
Tue Oct 20 16:15:06 2020,21,68,3263.6973674903443,66.35028133577477,nan
Tue Oct 20 16:16:06 2020,nan,nan,3461.6476142740275,66.6131448487068,nan
Tue Oct 20 16:17:06 2020,21,68,3621.5915900306695,66.35028133577477,nan
Tue Oct 20 16:18:07 2020,21,68,3621.5915900306695,67.13887187457084,nan
Tue Oct 20 16:19:07 2020,21,68,3677.2612074005006,66.35028133577477,nan
Tue Oct 20 16:20:07 2020,nan,nan,3677.2612074005006,66.35028133577477,nan
Tue Oct 20 16:21:07 2020,21,68,3734.1650328913493,66.6131448487068,nan
Tue Oct 20 16:22:07 2020,21,68,3677.2612074005006,66.6131448487068,nan
Tue Oct 20 16:23:07 2020,21,68,3734.1650328913493,66.6131448487068,nan
Tue Oct 20 16:24:07 2020,21,68,3734.1650328913493,66.87600836163881,nan
Tue Oct 20 16:25:08 2020,nan,nan,3912.646944274782,66.87600836163881,nan
Tue Oct 20 16:26:08 2020,21,68,3621.5915900306695,66.35028133577477,nan
Tue Oct 20 16:27:08 2020,21,68,3170.7620807934104,66.35028133577477,nan
Tue Oct 20 16:28:08 2020,nan,nan,2954.3880212509252,66.6131448487068,nan
Tue Oct 20 16:29:08 2020,20,67,2758.559854660545,66.35028133577477,nan
Tue Oct 20 16:30:08 2020,20,67,2580.8084437487882,66.08741782284277,nan
Tue Oct 20 16:31:08 2020,20,67,2481.942281850827,67.13887187457084,nan
Tue Oct 20 16:32:09 2020,nan,nan,2388.4136753181083,66.6131448487068,nan
Tue Oct 20 16:33:09 2020,20,68,2388.4136753181083,66.6131448487068,nan
Tue Oct 20 16:34:09 2020,nan,nan,2450.1919210094206,66.87600836163881,nan
Tue Oct 20 16:35:09 2020,20,68,2388.4136753181083,66.87600836163881,nan
Tue Oct 20 16:36:09 2020,nan,nan,2649.8822803114554,66.6131448487068,nan
Tue Oct 20 16:37:09 2020,nan,nan,2580.8084437487882,66.6131448487068,nan
Tue Oct 20 16:38:09 2020,20,68,2419.020271704278,66.6131448487068,nan
Tue Oct 20 16:39:10 2020,20,68,2328.8429682373,66.6131448487068,nan
Tue Oct 20 16:40:10 2020,20,68,2685.415707050525,66.35028133577477,nan
Tue Oct 20 16:41:10 2020,20,68,3311.633745492528,66.87600836163881,nan
Tue Oct 20 16:42:10 2020,nan,nan,3360.5853028806923,67.13887187457084,nan
Tue Oct 20 16:43:10 2020,20,68,3081.5720478674584,67.13887187457084,nan
Tue Oct 20 16:44:10 2020,nan,nan,2995.933118554609,66.6131448487068,nan
Tue Oct 20 16:45:10 2020,20,68,2995.933118554609,66.35028133577477,nan
Tue Oct 20 16:46:11 2020,nan,nan,2913.663394314284,66.6131448487068,nan
Tue Oct 20 16:47:11 2020,20,68,2514.285421881968,66.6131448487068,nan
Tue Oct 20 16:48:11 2020,20,68,2450.1919210094206,66.35028133577477,nan
Tue Oct 20 16:49:11 2020,20,68,2514.285421881968,67.13887187457084,nan
Tue Oct 20 16:50:11 2020,20,68,2514.285421881968,66.87600836163881,nan
Tue Oct 20 16:51:11 2020,20,68,2514.285421881968,66.87600836163881,nan
Tue Oct 20 16:52:11 2020,20,68,2481.942281850827,66.6131448487068,nan
Tue Oct 20 16:53:12 2020,20,68,2388.4136753181083,67.40173538750287,nan
Tue Oct 20 16:54:12 2020,20,68,2450.1919210094206,66.87600836163881,nan
Tue Oct 20 16:55:12 2020,20,68,2514.285421881968,66.35028133577477,nan
Tue Oct 20 16:56:12 2020,20,68,2514.285421881968,66.6131448487068,nan
Tue Oct 20 16:57:12 2020,20,68,2450.1919210094206,66.35028133577477,nan
Tue Oct 20 16:58:12 2020,20,68,2388.4136753181083,67.13887187457084,nan
Tue Oct 20 16:59:12 2020,20,68,2136.31331441079,66.6131448487068,nan
Tue Oct 20 17:00:13 2020,20,68,2136.31331441079,67.13887187457084,nan
Tue Oct 20 17:01:13 2020,20,68,2299.8534617459745,66.87600836163881,nan
Tue Oct 20 17:02:13 2020,nan,nan,2271.378191153057,67.66459890043487,nan
Tue Oct 20 17:03:13 2020,20,68,2085.4981119587164,66.6131448487068,nan
Tue Oct 20 17:04:13 2020,nan,nan,1965.7971884770309,67.13887187457084,nan
Tue Oct 20 17:05:13 2020,nan,nan,2036.3969679870252,67.13887187457084,nan
Tue Oct 20 17:06:13 2020,20,68,2060.7380357313864,66.6131448487068,nan
Tue Oct 20 17:07:14 2020,20,68,2060.7380357313864,66.87600836163881,nan
Tue Oct 20 17:08:14 2020,nan,nan,2136.31331441079,66.87600836163881,nan
Tue Oct 20 17:09:14 2020,20,68,2110.6866369556824,67.13887187457084,nan
Tue Oct 20 17:10:14 2020,20,68,2085.4981119587164,66.87600836163881,nan
Tue Oct 20 17:11:14 2020,20,68,2085.4981119587164,66.87600836163881,nan
Tue Oct 20 17:12:14 2020,nan,nan,2036.3969679870252,66.6131448487068,nan
Tue Oct 20 17:13:14 2020,20,69,2012.4657233878982,66.6131448487068,nan
Tue Oct 20 17:14:15 2020,nan,nan,1793.8396262781641,66.87600836163881,nan
Tue Oct 20 17:15:15 2020,20,68,1642.6436941063953,66.35028133577477,nan
Tue Oct 20 17:16:15 2020,nan,nan,1557.2650948347105,67.13887187457084,nan
Tue Oct 20 17:17:15 2020,20,68,1336.192523624616,67.13887187457084,nan
Tue Oct 20 17:18:15 2020,20,69,1323.0885909099727,66.6131448487068,nan
Tue Oct 20 17:19:15 2020,nan,nan,1404.5840780555943,66.87600836163881,nan
Tue Oct 20 17:20:15 2020,20,69,1376.6387523886485,66.87600836163881,nan
Tue Oct 20 17:21:16 2020,20,69,1478.1041684331467,66.6131448487068,nan
Tue Oct 20 17:22:16 2020,20,69,1478.1041684331467,66.6131448487068,nan
Tue Oct 20 17:23:16 2020,20,69,1660.5214113908655,67.13887187457084,nan
Tue Oct 20 17:24:16 2020,20,69,1773.8755351852108,66.87600836163881,nan
Tue Oct 20 17:25:16 2020,20,69,1877.0002965895728,66.87600836163881,nan
Tue Oct 20 17:26:16 2020,20,69,1965.7971884770309,67.13887187457084,nan
Tue Oct 20 17:27:16 2020,20,69,1943.0427304575305,66.87600836163881,nan
Tue Oct 20 17:28:17 2020,20,69,1877.0002965895728,67.13887187457084,nan
Tue Oct 20 17:29:17 2020,20,69,1773.8755351852108,66.6131448487068,nan
Tue Oct 20 17:30:17 2020,20,69,1573.8237003999159,66.87600836163881,nan
Tue Oct 20 17:31:17 2020,nan,nan,1433.3493425398851,66.87600836163881,nan
Tue Oct 20 17:32:17 2020,20,69,1236.3133269374123,66.6131448487068,nan
Tue Oct 20 17:33:17 2020,nan,nan,1115.6115072973282,66.87600836163881,nan
Tue Oct 20 17:34:17 2020,20,69,1002.309590210854,66.6131448487068,nan
Tue Oct 20 17:35:18 2020,nan,nan,976.5697084551063,67.13887187457084,nan
Tue Oct 20 17:36:18 2020,20,69,1056.7884111452279,67.13887187457084,nan
Tue Oct 20 17:37:18 2020,20,69,1075.8917680963998,66.87600836163881,nan
Tue Oct 20 17:38:18 2020,20,69,1095.4937729372546,66.35028133577477,nan
Tue Oct 20 17:39:18 2020,20,69,943.6991639635444,66.6131448487068,nan
Tue Oct 20 17:40:18 2020,nan,nan,882.5497891664614,66.87600836163881,nan
Tue Oct 20 17:41:18 2020,20,69,943.6991639635444,66.87600836163881,nan
Tue Oct 20 17:42:19 2020,20,69,1020.01273977778,66.87600836163881,nan
Tue Oct 20 17:43:19 2020,20,69,1002.309590210854,66.87600836163881,nan
Tue Oct 20 17:44:19 2020,20,69,1056.7884111452279,67.66459890043487,nan
Tue Oct 20 17:45:19 2020,20,69,1224.586980647824,66.87600836163881,nan
Tue Oct 20 17:46:19 2020,20,69,1418.8622772472595,67.40173538750287,nan
Tue Oct 20 17:47:19 2020,20,69,1590.635726615429,66.87600836163881,nan
Tue Oct 20 17:48:19 2020,20,69,1660.5214113908655,66.87600836163881,nan
Tue Oct 20 17:49:20 2020,20,69,1715.8581612706191,66.87600836163881,nan
Tue Oct 20 17:50:20 2020,20,69,1557.2650948347105,66.87600836163881,nan
Tue Oct 20 17:51:20 2020,20,69,1478.1041684331467,66.87600836163881,nan
Tue Oct 20 17:52:20 2020,20,69,1509.0608802343997,66.6131448487068,nan
Tue Oct 20 17:53:20 2020,20,69,1509.0608802343997,67.66459890043487,nan
Tue Oct 20 17:54:20 2020,20,69,1362.964084439827,66.87600836163881,nan
Tue Oct 20 17:55:20 2020,20,69,1284.863584871453,67.13887187457084,nan
Tue Oct 20 17:56:21 2020,20,69,1284.863584871453,66.87600836163881,nan
Tue Oct 20 17:57:21 2020,20,69,1336.192523624616,66.87600836163881,nan
Tue Oct 20 17:58:21 2020,20,69,1390.5108411935203,66.6131448487068,nan
Tue Oct 20 17:59:21 2020,nan,nan,1433.3493425398851,66.87600836163881,nan
Tue Oct 20 18:00:21 2020,20,69,1404.5840780555943,67.66459890043487,nan
Tue Oct 20 18:01:21 2020,20,69,1433.3493425398851,66.87600836163881,nan
Tue Oct 20 18:02:21 2020,20,69,1478.1041684331467,66.6131448487068,nan
Tue Oct 20 18:03:22 2020,20,69,1448.0492697103132,67.13887187457084,nan
Tue Oct 20 18:04:22 2020,20,69,1390.5108411935203,66.87600836163881,nan
Tue Oct 20 18:05:22 2020,20,69,1284.863584871453,67.13887187457084,nan
Tue Oct 20 18:06:22 2020,20,69,1168.2809156177495,66.87600836163881,nan
Tue Oct 20 18:07:22 2020,20,69,1047.4185776668744,66.87600836163881,nan
Tue Oct 20 18:08:22 2020,20,69,920.0768815972283,67.13887187457084,nan
Tue Oct 20 18:09:22 2020,nan,nan,861.0783091830447,66.6131448487068,nan
Tue Oct 20 18:10:23 2020,20,69,833.5959801644815,67.66459890043487,nan
Tue Oct 20 18:11:23 2020,20,69,770.1573758694191,66.87600836163881,nan
Tue Oct 20 18:12:23 2020,20,69,741.0083136722986,67.40173538750287,nan
Tue Oct 20 18:13:23 2020,20,69,687.269179136257,66.87600836163881,nan
Tue Oct 20 18:14:23 2020,nan,nan,667.330384991177,67.40173538750287,nan
Tue Oct 20 18:15:23 2020,20,68,629.8649888324173,67.13887187457084,nan
Tue Oct 20 18:16:23 2020,20,69,579.0896610774266,66.87600836163881,nan
Tue Oct 20 18:17:24 2020,20,69,537.5433398797583,67.13887187457084,nan
Tue Oct 20 18:18:24 2020,20,69,500.13848926613724,67.40173538750287,nan
Tue Oct 20 18:19:24 2020,20,69,475.2350810577571,67.13887187457084,nan
Tue Oct 20 18:20:24 2020,20,68,441.0915619791465,66.87600836163881,nan
Tue Oct 20 18:21:24 2020,20,68,427.8972870796194,67.13887187457084,nan
Tue Oct 20 18:22:24 2020,20,68,415.26123129478543,67.66459890043487,nan
Tue Oct 20 18:23:25 2020,20,68,412.7982982558338,67.66459890043487,nan
Tue Oct 20 18:24:25 2020,20,68,398.45113974791906,66.87600836163881,nan
Tue Oct 20 18:25:25 2020,20,68,396.12961318155874,66.87600836163881,nan
Tue Oct 20 18:26:25 2020,nan,nan,389.2801806106822,66.87600836163881,nan
Tue Oct 20 18:27:25 2020,20,68,378.2360692080039,67.13887187457084,nan
Tue Oct 20 18:28:25 2020,20,68,363.51413561753253,66.87600836163881,nan
Tue Oct 20 18:29:25 2020,20,68,355.46783394368094,66.87600836163881,nan
Tue Oct 20 18:30:25 2020,20,68,343.8690582971452,67.40173538750287,nan
Tue Oct 20 18:31:26 2020,20,68,336.43557934282967,66.87600836163881,nan
Tue Oct 20 18:32:26 2020,nan,nan,325.7101837195373,67.13887187457084,nan
Tue Oct 20 18:33:26 2020,20,68,318.8301291545395,66.87600836163881,nan
Tue Oct 20 18:34:26 2020,nan,nan,305.6810119465823,66.87600836163881,nan
Tue Oct 20 18:35:26 2020,20,69,296.3232788267887,66.6131448487068,nan
Tue Oct 20 18:36:26 2020,20,68,294.8036644620397,66.87600836163881,nan
Tue Oct 20 18:37:27 2020,20,68,293.29519030818784,67.40173538750287,nan
Tue Oct 20 18:38:27 2020,20,68,287.3705923595357,66.87600836163881,nan
Tue Oct 20 18:39:27 2020,20,68,284.47243428613825,66.6131448487068,nan
Tue Oct 20 18:40:27 2020,20,68,277.4077507440845,67.13887187457084,nan
Tue Oct 20 18:41:27 2020,20,68,277.4077507440845,67.13887187457084,nan
Tue Oct 20 18:42:27 2020,20,68,273.2890466209747,67.13887187457084,nan
Tue Oct 20 18:43:27 2020,20,68,264.01316682482843,67.13887187457084,nan
Tue Oct 20 18:44:27 2020,20,68,273.2890466209747,66.6131448487068,nan
Tue Oct 20 18:45:28 2020,20,68,269.2573937037625,66.6131448487068,nan
Tue Oct 20 18:46:28 2020,20,68,266.61680807883835,66.6131448487068,nan
Tue Oct 20 18:47:28 2020,20,68,266.61680807883835,66.6131448487068,nan
Tue Oct 20 18:48:28 2020,nan,nan,264.01316682482843,66.87600836163881,nan
Tue Oct 20 18:49:28 2020,20,68,261.4457997780068,66.87600836163881,nan
Tue Oct 20 18:50:28 2020,20,68,265.31041164492814,66.6131448487068,nan
Tue Oct 20 18:51:28 2020,20,68,265.31041164492814,66.87600836163881,nan
Tue Oct 20 18:52:29 2020,20,68,265.31041164492814,66.6131448487068,nan
Tue Oct 20 18:53:29 2020,20,68,264.01316682482843,67.13887187457084,nan
Tue Oct 20 18:54:29 2020,20,68,261.4457997780068,66.87600836163881,nan
Tue Oct 20 18:55:29 2020,nan,nan,266.61680807883835,66.87600836163881,nan
Tue Oct 20 18:56:29 2020,20,68,265.31041164492814,66.6131448487068,nan
Tue Oct 20 18:57:29 2020,20,68,264.01316682482843,66.6131448487068,nan
Tue Oct 20 18:58:30 2020,20,68,260.17551374492024,66.87600836163881,nan
Tue Oct 20 18:59:30 2020,20,68,262.72499032352295,66.87600836163881,nan
Tue Oct 20 19:00:30 2020,20,68,253.9548636048257,66.6131448487068,nan
Tue Oct 20 19:01:30 2020,20,68,253.9548636048257,66.87600836163881,nan
Tue Oct 20 19:02:30 2020,20,68,260.17551374492024,67.40173538750287,nan
Tue Oct 20 19:03:30 2020,20,68,258.91405168837235,66.87600836163881,nan
Tue Oct 20 19:04:30 2020,20,68,265.31041164492814,67.13887187457084,nan
Tue Oct 20 19:05:30 2020,20,68,258.91405168837235,67.13887187457084,nan
Tue Oct 20 19:06:31 2020,20,68,257.661333967951,66.6131448487068,nan
Tue Oct 20 19:07:31 2020,20,68,258.91405168837235,66.87600836163881,nan
Tue Oct 20 19:08:31 2020,20,68,262.72499032352295,67.13887187457084,nan
Tue Oct 20 19:09:31 2020,nan,nan,261.4457997780068,66.6131448487068,nan
Tue Oct 20 19:10:31 2020,20,68,260.17551374492024,66.87600836163881,nan
Tue Oct 20 19:11:31 2020,20,68,260.17551374492024,66.87600836163881,nan
Tue Oct 20 19:12:31 2020,20,68,266.61680807883835,66.6131448487068,nan
Tue Oct 20 19:13:32 2020,20,68,261.4457997780068,66.87600836163881,nan
Tue Oct 20 19:14:32 2020,20,68,255.18181738057496,66.6131448487068,nan
Tue Oct 20 19:15:32 2020,20,68,265.31041164492814,67.40173538750287,nan
Tue Oct 20 19:16:32 2020,20,68,261.4457997780068,67.40173538750287,nan
Tue Oct 20 19:17:32 2020,20,68,258.91405168837235,66.6131448487068,nan
Tue Oct 20 19:18:32 2020,20,68,260.17551374492024,67.40173538750287,nan
Tue Oct 20 19:19:32 2020,20,68,261.4457997780068,66.6131448487068,nan
Tue Oct 20 19:20:33 2020,20,68,261.4457997780068,66.87600836163881,nan
Tue Oct 20 19:21:33 2020,20,68,262.72499032352295,67.40173538750287,nan
Tue Oct 20 19:22:33 2020,20,68,262.72499032352295,66.87600836163881,nan
Tue Oct 20 19:23:33 2020,nan,nan,261.4457997780068,67.40173538750287,nan
Tue Oct 20 19:24:33 2020,20,68,265.31041164492814,66.87600836163881,nan
Tue Oct 20 19:25:33 2020,20,68,264.01316682482843,66.6131448487068,nan
Tue Oct 20 19:26:33 2020,20,68,262.72499032352295,67.13887187457084,nan
Tue Oct 20 19:27:33 2020,20,68,258.91405168837235,66.6131448487068,nan
Tue Oct 20 19:28:34 2020,20,68,264.01316682482843,66.87600836163881,nan
Tue Oct 20 19:29:34 2020,20,68,260.17551374492024,66.87600836163881,nan
Tue Oct 20 19:30:34 2020,nan,nan,267.93244036614595,67.13887187457084,nan
Tue Oct 20 19:31:34 2020,20,68,265.31041164492814,66.87600836163881,nan
Tue Oct 20 19:32:34 2020,20,68,261.4457997780068,67.13887187457084,nan
Tue Oct 20 19:33:34 2020,20,68,264.01316682482843,67.13887187457084,nan
Tue Oct 20 19:34:34 2020,20,68,258.91405168837235,66.6131448487068,nan
Tue Oct 20 19:35:35 2020,20,68,258.91405168837235,66.6131448487068,nan
Tue Oct 20 19:36:35 2020,20,69,261.4457997780068,66.6131448487068,nan
Tue Oct 20 19:37:35 2020,20,69,264.01316682482843,66.87600836163881,nan
Tue Oct 20 19:38:35 2020,20,69,261.4457997780068,66.35028133577477,nan
Tue Oct 20 19:39:35 2020,20,69,260.17551374492024,66.87600836163881,nan
Tue Oct 20 19:40:35 2020,nan,nan,261.4457997780068,66.6131448487068,nan
Tue Oct 20 19:41:35 2020,20,69,262.72499032352295,66.6131448487068,nan
Tue Oct 20 19:42:36 2020,20,69,260.17551374492024,66.35028133577477,nan
Tue Oct 20 19:43:36 2020,nan,nan,258.91405168837235,66.6131448487068,nan
Tue Oct 20 19:44:36 2020,20,69,257.661333967951,66.6131448487068,nan
Tue Oct 20 19:45:36 2020,nan,nan,262.72499032352295,67.13887187457084,nan
Tue Oct 20 19:46:36 2020,20,69,261.4457997780068,66.87600836163881,nan
Tue Oct 20 19:47:36 2020,20,69,257.661333967951,66.35028133577477,nan
Tue Oct 20 19:48:36 2020,20,69,257.661333967951,66.87600836163881,nan
Tue Oct 20 19:49:37 2020,20,69,264.01316682482843,66.6131448487068,nan
Tue Oct 20 19:50:37 2020,20,69,265.31041164492814,66.6131448487068,nan
Tue Oct 20 19:51:37 2020,20,70,260.17551374492024,67.13887187457084,nan
Tue Oct 20 19:52:37 2020,20,70,260.17551374492024,67.13887187457084,nan
Tue Oct 20 19:53:37 2020,nan,nan,260.17551374492024,66.87600836163881,nan
Tue Oct 20 19:54:37 2020,20,70,265.31041164492814,66.87600836163881,nan
Tue Oct 20 19:55:37 2020,20,70,265.31041164492814,66.87600836163881,nan
Tue Oct 20 19:56:38 2020,20,70,265.31041164492814,66.6131448487068,nan
Tue Oct 20 19:57:38 2020,20,70,261.4457997780068,67.40173538750287,nan
Tue Oct 20 19:58:38 2020,nan,nan,264.01316682482843,66.6131448487068,nan
Tue Oct 20 19:59:38 2020,20,70,269.2573937037625,66.87600836163881,nan
Tue Oct 20 20:00:38 2020,20,70,265.31041164492814,66.6131448487068,nan
Tue Oct 20 20:01:38 2020,20,70,266.61680807883835,66.6131448487068,nan
Tue Oct 20 20:02:39 2020,20,70,261.4457997780068,66.6131448487068,nan
Tue Oct 20 20:03:39 2020,20,70,262.72499032352295,67.40173538750287,nan
Tue Oct 20 20:04:39 2020,nan,nan,257.661333967951,67.13887187457084,nan
Tue Oct 20 20:05:39 2020,20,70,262.72499032352295,67.40173538750287,nan
Tue Oct 20 20:06:39 2020,20,70,257.661333967951,66.87600836163881,nan
Tue Oct 20 20:07:39 2020,20,70,262.72499032352295,66.6131448487068,nan
Tue Oct 20 20:08:39 2020,20,70,261.4457997780068,66.6131448487068,nan
